face_path,artist
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_161.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_171.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_179.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_189.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_19.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_191.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_2.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_205.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_210.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_213.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_217.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_218.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_226.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_232.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_237.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_239.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_243.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_249.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_265.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_269.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_273.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_276.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_277.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_281.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_283.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_284.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_292.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_294.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_295.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_305.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_307.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_313.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_37.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_41.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_45.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_59.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_60.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_64.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_67.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_82.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_88.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_Du¦êrer/Albrecht_Du¦êrer_91.jpg,Albrecht_Du¦êrer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_10.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_100.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_106.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_113.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_114.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_119.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_12.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_137.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_141.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_144.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_145.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_148.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_15.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_158.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_161.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_171.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_179.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_189.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_19.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_191.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_2.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_205.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_210.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_213.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_217.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_218.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_226.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_232.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_237.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_239.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_243.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_249.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_265.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_269.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_273.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_276.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_277.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_281.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_283.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_284.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_292.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_294.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_295.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_305.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_307.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_313.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_37.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_41.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_45.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_59.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_60.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_64.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_67.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_82.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_88.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Albrecht_DuÔòá+¬rer/Albrecht_DuÔòá+¬rer_91.jpg,Albrecht_DuÔòá+¬rer
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_10.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_100.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_102.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_105.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_106.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_108.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_11.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_110.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_118.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_119.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_12.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_123.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_124.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_126.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_127.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_128.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_13.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_130.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_132.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_133.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_134.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_137.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_139.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_14.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_140.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_141.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_142.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_143.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_146.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_149.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_150.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_151.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_152.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_155.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_156.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_158.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_159.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_16.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_160.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_162.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_163.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_164.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_165.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_167.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_168.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_169.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_17.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_171.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_172.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_174.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_175.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_176.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_177.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_178.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_179.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_180.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_182.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_183.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_187.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_19.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_191.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_193.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_20.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_21.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_24.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_25.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_26.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_27.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_29.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_30.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_33.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_34.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_35.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_36.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_37.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_38.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_43.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_44.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_45.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_46.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_47.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_48.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_50.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_53.jpg,Amedeo_Modigliani
/media/maparla/Almacen1/Datasets/art/images/Amedeo_Modigliani/Amedeo_Modigliani_54.jpg,Amedeo_Modigliani
